Unnamed: 0,day,day_id,id,mood,activity,circumplex.valence,circumplex.arousal,appCat.other,appCat.finance,appCat.social,appCat.travel,appCat.game,appCat.builtin,appCat.communication,call,appCat.unknown,appCat.office,appCat.weather,sms,appCat.entertainment,screen,appCat.utilities,target,wake_up,sleep,week_day,week_mood
1,2014-02-26,AS14.01_2014-02-26,AS14.01,6.25,0.11987814702814241,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.333333333333333,7.0,23.0,2,6.25
8,2014-03-21,AS14.01_2014-03-21,AS14.01,6.2,0.13405010398938863,0.2,0.2,239.751,49.544,4508.5,915.445,0.0,3139.218,6046.944878879292,6.0,0.0,172.20600000000002,0.0,0.0,1007.456,17978.907000064843,468.0368193249836,6.4,0.0,21.0,4,6.225
13,2014-03-22,AS14.01_2014-03-22,AS14.01,6.4,0.23688021923995814,0.5375615090213232,0.6,98.143,21.076,439.632,37.305,0.0,731.429,4925.023292959764,3.0,0.0,0.0,0.0,1.0,93.324,6142.160999536513,117.62100000000001,6.8,8.0,22.0,5,6.283333333333334
18,2014-03-23,AS14.01_2014-03-23,AS14.01,6.8,0.14274111580506366,0.8,0.2,72.82300000000001,43.403,900.839,0.0,0.0,1286.246,4753.886585919528,0.0,0.0,0.0,30.386,0.0,94.346,6773.832001447675,30.086,6.0,9.0,23.0,6,6.4125000000000005
23,2014-03-24,AS14.01_2014-03-24,AS14.01,6.0,0.07896105611559796,0.0,0.8,66.558,34.106,3209.2845983900993,419.805,0.0,866.956,7921.660171839057,10.0,0.0,3.01,0.0,0.0,949.414432742046,15047.351000547404,150.5198193249836,6.75,8.0,22.0,0,6.33
28,2014-03-25,AS14.01_2014-03-25,AS14.01,6.75,0.09837411239050677,0.5,0.5,178.81900000000002,43.054,1919.471,0.0,0.0,1032.768,8351.25646479882,0.0,235.223,0.0,0.0,1.0,68.206,21475.35499906539,222.893,6.6,7.0,23.0,1,6.400000000000001
32,2014-03-26,AS14.01_2014-03-26,AS14.01,6.6,0.10130832167007592,0.6,-0.2,97.49799999999999,52.331,4029.0501967801993,0.0,0.0,1167.497,8264.941171839057,0.0,0.0,0.0,0.0,0.0,910.479,16423.80100035667,33.365,7.0,0.0,23.0,2,6.42857142857143
37,2014-03-27,AS14.01_2014-03-27,AS14.01,7.0,0.15951064096909748,0.8,0.2,58.532,42.219,935.381,47.314,0.0,1229.327,6061.871878879292,2.0,0.0,182.451,0.0,1.0,639.3389999999999,17442.14999938011,179.029,6.4,0.0,21.0,3,6.5357142857142865
42,2014-03-28,AS14.01_2014-03-28,AS14.01,6.4,0.09569802163712014,0.6,-0.6,225.951,89.166,512.741,1133.009,233.036,1750.4267469633512,866.833,5.0,0.0,0.0,0.0,0.0,1005.403,4923.48899960518,301.717,8.0,10.0,23.0,4,6.564285714285714
47,2014-03-29,AS14.01_2014-03-29,AS14.01,8.0,0.06820281010186964,1.0,0.2,169.594,0.0,472.888,52.434999999999995,0.0,1952.63,2643.764585919528,4.0,0.0,0.0,0.0,1.0,1627.429,8322.6219997406,589.3478193249836,7.5,8.0,23.0,5,6.792857142857143
52,2014-03-30,AS14.01_2014-03-30,AS14.01,7.5,0.049092970521542,0.75,-0.5,74.003,0.0,167.685,0.0,0.0,414.365,1108.8292929597642,0.0,66.477,0.0,0.0,0.0,1535.677,4523.2140009403265,38.296,7.4,0.0,22.0,6,6.892857142857143
56,2014-03-31,AS14.01_2014-03-31,AS14.01,7.4,0.07050548088338955,0.6,0.0,268.554,41.254999999999995,1350.655,183.381,51.176,2138.0847469633513,5292.210292959764,6.0,29.29,0.0,0.0,0.0,1758.92,11836.834000349041,210.305,6.0,9.0,23.0,0,7.0928571428571425
61,2014-04-01,AS14.01_2014-04-01,AS14.01,6.0,0.118443242712736,0.0,0.2,121.19,520.368973828365,4828.9675983901,1614.621,234.741,1385.517,6010.150292959765,1.0,0.0,92.388,0.0,0.0,1030.637,17173.906002044678,517.636,6.5,8.0,23.0,1,6.985714285714286
